Region,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Mali,马里,MLI,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413013089,0.405354167,0.365312039,0.35583759,0.346106489,0.426062465,0.415559306,0.403308246,0.392293847,0.382359541,0.370901417,0.360433849,0.349531111,0.271899014,0.237240454,0.2503507,0.242813627,0.235190311,0.227709948,0.223252142,0.216277065,0.210494767,0.131432305,0.19333217,0.219747462,0.24495429,0.267469918,0.261940522
Malta,马耳他,MLT,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.474578271,1.438445328,1.427602698,1.40531349,1.390192194,1.312272511,1.35919427,1.306996789,1.254556019,1.238591917,1.339764202,1.313419394,1.306010759,1.298990499,1.258930539,1.240017856,1.222673253,1.192947296,1.176297603,1.228660638,1.205112806,1.1728518,1.149456302,1.106683224,1.065298284,1.029582367,0.997788937,0.908541654
Myanmar,缅甸,MMR,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.206199551,1.466549343,1.443063622,1.597134206,1.570613107,1.779196151,1.911387457,1.980301024,1.969825543,1.9141376,1.890797062,1.938661416,2.354899899,2.557785314,2.062071142,2.056522346,2.178876131,2.173377758,2.16621654,2.159997734,2.150560432,2.129986045,2.1108016,2.092613679,2.074309548,2.055999951,2.082090046,2.109318711
Middle East and north Africa (excluding high income),中东与北非地区（不包括高收入）,MNA,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70587977,4.084442452,3.84989966,3.729171892,3.525076959,4.54059767,4.73905944,4.694824487,4.530814233,4.362154451,4.222702181,3.918689348,3.812444885,3.705688231,3.192793852,3.326573632,3.598345767,3.360289311,3.549456265,3.543422435,3.569136587,3.29222743,3.175959846,2.515077837,2.502758518,2.522839278,2.497729609,2.420363167
Montenegro,黑山,MNE,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.445219661,6.0441708,6.04470665,5.336243449,5.288665586,4.94681564,4.898254645,4.832796356,4.77326969,4.667756455,4.654324659,4.636695582
Mongolia,蒙古,MNG,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.334228622,4.066811148,2.667205188,2.227560116,2.182887135,3.710827503,3.899329781,1.697800608,1.896381704,1.777095528,1.730498713,1.687851096,1.645590323,1.555991058,1.444990651,1.504998476,1.47230141,1.443644625,1.503853847,1.491667476,1.468295906,1.421286744,1.414722657,1.407744849,1.379027746,1.359720721,1.36866309,1.377542235
The northern mariana islands,北马里亚纳群岛,MNP,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,莫桑比克,MOZ,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.109912974,1.071273649,0.788701753,0.752642188,0.158261335,0.165752862,0.14780379,0.079897553,0.07734357,0.074994203,0.072749087,0.127621994,0.124128771,0.090013477,0.117963339,0.115278112,0.113099282,0.110902659,0.108718137,0.108506629,0.106359389,0.104286656,0.102263119,0.100261566,0.098240375,0.096193767,0.093222298,0.088642552
Mauritania,毛里塔尼亚,MRT,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.976268635,2.89877808,2.655394517,2.585411492,1.726874404,3.165244091,3.080668877,2.984229108,2.900350149,2.818824011,2.738149566,2.667381421,2.619828686,2.558932715,2.414141073,2.475410918,2.420456314,2.364436178,2.308834039,2.239537112,2.185543993,2.132385879,2.081449048,2.01268814,1.945786742,1.879223182,1.819675007,1.774481936
Mauritius,毛里求斯,MUS,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223513634,0.219055171,0.214972398,0.211694423,0.207953385,0.369114924,0.366176668,0.361147727,0.35609013,0.350393609,0.346329009,0.304306894,0.377710545,0.375761857,0,0.367376929,0,0.366729561,0.362465271,0.358937545,0.35133763,0.441335092,0.435703269,0.424805227,0.41955953,0.422349755,0.424299199,0.497461289
Malawi,马拉维,MWI,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173967503,0.195538018,0.242446283,0.241805689,0.240692945,0.226777831,0.254454065,0.138715944,0.135624268,0.132256209,0.128979834,0.143172815,0.140090993,0.136910482,0.117913428,0.134109611,0.130524009,0.126930408,0.123334261,0.090633444,0.0878584,0.109236544,0.105659495,0.102098423,0.098827628,0.095643818,0.202682565,0.197371278
Malaysia,马来西亚,MYS,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.837941618,1.756946975,1.707164476,1.492051646,1.451114355,1.721624065,1.671686891,1.520715004,1.449291507,1.351315004,1.217799636,1.231088601,1.193929193,1.200634198,1.223937429,1.23599605,1.198737533,1.172025945,1.152909332,1.115782662,1.08996485,1.044701004,1.005567502,0.962022436,0.938140846,0.915736542,0.898822522,0.897341257
In North America,北美,NAC,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.589539726,1.537670323,1.375037795,1.289067446,1.198950508,1.127739553,1.074102381,1.026314165,1.049914518,1.023285332,0.934783644,0.905494256,0.923561644,0.925720596,0.920083765,0.952215422,0.90873952,0.932925567,0.913330577,0.926726996,0.929795125,0.900589216,0.877735753,0.840672728,0.810169045,0.784542338,0.775890146,0.775738251
Namibia,纳米比亚,NAM,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.728933486,1.674179547,1.621004983,1.571280142,1.566470568,1.565707194,1.110776414,1.656958589,1.602634661,1.550295152,2.484669589,2.417565061,2.353432167,2.292340679,2.234154261,2.172807746,2.117125001,2.064958074,2.040750567,1.989255403,1.941938591,1.892583439,1.768566751,1.73907671,1.718739576,1.776865877,1.746745867
New Caledonia,新喀里多尼亚,NCL,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,尼日尔,NER,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15273047,0.148054753,0.143075189,0.138062966,0.133090151,0.274358482,0.265268429,0.256164773,0.247293465,0.238570734,0.230112228,0.223099283,0.21590824,0.208752383,0.188492993,0.182081637,0.176501943,0.170777655,0.165046461,0.170376984,0.164245705,0.158540315,0.152848955,0.147138338,0.141533268,0.13602903,0.13098191,0.117754839
Nigeria,尼日利亚,NGA,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3209621,0.312908581,0.246549883,0.240233709,0.246214263,0.266809141,0.260391704,0.304835176,0.296996802,0.335033747,0.280309778,0.41230214,0.402104815,0.392509116,0.383478629,0.375920494,0.369170095,0.359916715,0.350619935,0.34138622,0.332282541,0.323733276,0.315252659,0.306847861,0.29870014,0.3584816,0.348614301,0.364329918
Nicaragua,尼加拉瓜,NIC,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.054081019,1.422080646,1.041105626,1.016852638,0.925489501,0.772991671,1.052293412,1.011282943,0.972282513,0.881405268,0.846727952,0.82167834,0.6989931,0.680499603,0.662909548,0.645973371,0.629035092,0.610066445,0.507542719,0.493180749,0.479833594,0.466990758,0.454922834,0.443606849,0.433018998,0.423902895,0.414979229,0.406648844
Netherlands,荷兰,NLD,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.504651398,1.481313937,1.265426071,1.197079849,1.054078758,1.057791489,0.892741941,0.792940224,0.778170263,0.753433869,0.699828144,0.669293685,0.626553355,0.706190461,0.620639713,0.699344632,0.5320204,0.466109677,0.526130613,0.479320731,0.488179093,0.489288204,0.483171569,0.481784539,0.467274034,0.457229354,0.456368428,0.449997141
Norway,挪威,NOR,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.374390108,1.919970929,1.680084004,1.49195904,1.520632915,1.386153456,1.353896687,1.47277808,1.215630644,1.302430167,1.122847875,1.105156694,1.091022444,1.104544745,1.031921032,1.933061772,0.648840846,0.752965794,0.73112889,1.017861252,0.937640574,0.931027786,0.96595821,0.956400376,0.947572085,0.903306718,0.864708034,0.832511379
Nepal,尼泊尔,NPL,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374654956,0.364495285,0.35366839,0.342658038,0.331979741,0.579488854,0.637542527,0.75483264,0.772913205,0.756501436,0.742737696,0.697182507,0.725049859,0.807063798,1.0102981,0.995142867,0.976982589,0.96080467,0.946795034,1.121612794,1.105874518,1.095312458,1.086454356,1.077744344,1.067457278,1.059929454,1.034699556,0.711161954
nauru,瑙魯,NRU,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,新西兰,NZL,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678436512,0.646041119,0.643380955,0.636567075,0.563812591,0.555869876,0.528274176,0.505771622,0.504177014,0.49901689,0.47695924,0.467915492,0.429022854,0.416335656,0.377115322,0.413110474,0.403589254,0.397285393,0.393579752,0.420108943,0.416120866,0.36329937,0.361930499,0.355130402,0.34491182,0.356122097,0.345039766,0.333790379
Oecd member,经合组织成员,OED,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59423205,1.55496828,1.436999739,1.384647875,1.366764389,1.354248958,1.322647913,1.292269215,1.279614906,1.24700287,1.172079094,1.12246401,1.113530827,1.098070312,1.049821787,1.080186208,1.02720693,1.016975926,1.005494426,0.982408504,0.981874625,0.954850416,0.946411674,0.923959851,0.905065837,0.873382527,0.866043042,0.854776859
Oman,阿曼,OMN,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.735558491,4.793689521,5.324983759,4.912446174,4.57826944,5.936527491,5.947997859,6.015124459,6.082076286,6.106749552,6.098841984,5.969657157,5.565051957,5.326283998,4.980939604,4.858573269,4.66048838,4.349117546,4.027155021,3.691477321,3.352090777,3.012691122,2.692443857,2.414467489,2.188861489,2.01261352,1.907465984,1.818809431
Other small,其他小国,OSS,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.762516841,1.508705229,1.435462901,1.372396542,1.923716661,1.925359887,1.831065313,1.927750961,1.898440486,1.838871258,1.84352579,1.835285286,1.813629997,1.695950604,1.681851395,0,1.532962673,1.445223583,1.363859432,1.33706756,1.29128121,1.251189537,1.209885159,1.178325505,1.123047479,1.236641731,1.173431267
Pakistan,巴基斯坦,PAK,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.768285137,1.774436463,1.775945655,1.747033785,1.687322157,2.444850629,2.313336209,2.210226575,2.140883262,2.060565149,2.135879682,2.098269833,2.041320091,1.96283191,1.911274171,1.86843575,1.832398182,1.774527633,1.722525462,1.657081085,1.641116712,1.596211074,1.545769009,1.494703132,1.425343939,1.377780876,1.344331858,1.312251729
Panama,巴拿马,PAN,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.184866029,1.250431138,1.09576596,1.048616732,1.014503714,1.041523237,1.013782284,0.98775105,0.961622306,0.936893104,0.909582841,0.884266059,0.859580277,0.835703521,0,0.80245766,0.795395192,0.771743388,0.737608183,0.733771721,0.731797453,0.730901098,0.694886389,0.671225406,0.661683455,1.186640526,1.153971152,1.311152665
Peru,秘鲁,PER,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58690884,1.519023547,1.321146699,1.263730089,1.209906585,1.816423785,1.87741289,1.867845943,1.799227803,1.642535438,1.645393491,1.412947581,1.42780179,1.316808698,1.12297057,1.140903302,1.362260874,1.305036624,1.24045193,1.223779879,1.196536252,1.187254306,1.171326513,1.161282339,0.949980691,0.947835001,0.928285536,0.885899458
Philippines,菲律宾,PHL,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479228395,0.455615008,0.441350936,0.428639616,0.405796823,0.565593168,0.555445989,0.552260561,0.561872897,0.521351088,0.495119423,0.491696964,0.477819888,0.470332492,0.446102724,0.437171991,0.425292855,0.414726609,0.404124745,0.440098745,0.428885976,0.414674797,0.408664911,0.401647907,0.389071469,0.382904045,0.377007422,0.355332379
Palau,帕劳,PLW,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,巴布亚新几内亚,PNG,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205243668,0.20094777,0.197717744,0,0.190759969,0.174878195,0.166550981,0.186730902,0.180221412,0.175196638,0.173589125,0.174554064,0.123963753,0.125234512,0.122685889,0.124430317,0.126362663,0.128612346,0.131240887,0.138798222,0.142518972,0.138800957,0.083175409,0.081248247,0.080096959,0.07870617,0.145503517,0.157785014
Poland,波兰,POL,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.775925117,1.719153649,1.514681556,1.461975562,1.449054895,1.736562642,1.574743901,1.542017759,1.532439993,1.538225919,1.378836477,1.297292795,1.061033721,1.065885603,0.938296357,0.924163065,0.854278945,0.819474216,0.814137063,0.680773024,0.673100002,0.651923495,0.946839849,0.94459339,0.938330751,0.941900758,0.969686217,1.034316118
Pre-demographic dividend,預人口紅利,PRE,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.552176726,0.901965581,0.792000011,0.78852148,0.742320265,1.111964202,1.104727964,1.09068162,1.080312737,1.046361209,1.04192536,0.853762314,0.829804252,0.837696106,0.60770062,0.6217214,0,0.675557327,0.76730261,0.840240601,0.952167452,1.008361267,0.916845182,0.650161907,0.629929356,0.624036529,0.567402428,0.547698529
Puerto Rico,波多黎各,PRI,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dem. Rep. Korea,朝鲜民主主义人民共和国,PRK,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.811877687,9.588335981,9.416304472,8.506826187,8.395600064,9.362619527,8.714732729,9.173190275,9.07544555,8.976713798,8.88925983,8.989481811,8.904705776,8.822936302,8.905895903,8.820210064,8.745561627,8.667058592,8.582639117,9.048615805,8.967528573,8.880752171,8.797607,8.726183499,8.654954758,8.581751922,9.076991674,9.009815179
Portugal,葡萄牙,PRT,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.827896986,1.759336656,1.683820235,1.426048581,2.534904808,2.157774389,2.130366988,2.013216505,1.843589838,1.748363418,1.723708071,1.680384517,1.653725955,1.693850901,1.669720481,1.689734572,1.645590451,1.639164134,1.640891744,1.657903368,1.645798581,1.662826942,1.675897403,1.507380501,1.489990829,1.410575908,1.430919618,0.989992885
Paraguay,巴拉圭,PRY,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936451796,0.91032761,0.886428066,0.860415355,0.834347587,1.433554496,1.722669843,1.674013994,1.62670246,1.580452244,1.535252692,1.424604715,1.384558688,1.36742059,0.911254448,0.939115278,0.985125738,0.947397227,0.927507114,0.873039178,0.880460759,0.859107689,0.804651741,0.799062601,0.802153617,0.786148466,0.76319579,0.79330148
West bank and gaza,约旦河西岸和加沙,PSE,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.628118334,7.254806957,6.90877822,6.725458382,6.441801772,6.294914496,5.818447804,5.547036892,0,0,0,0,0
Pacific island,太平洋岛国,PSS,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After the demographic dividend,人口紅利之後,PST,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.589012324,1.539250405,1.4642856,1.384002742,1.328497435,1.400190561,1.378867924,1.310036787,1.300744224,1.261881572,1.176538406,1.159691618,1.158945691,1.133601003,1.073348649,1.109641987,1.026394955,1.018149464,1.007717149,0.97940787,0.983453989,0.950607994,0.934463863,0.895699791,0.890569866,0.885802331,0.881180147,0.859576302
French Polynesia,法属波利尼西亚,PYF,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,卡塔尔,QAT,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.985550568,3.882946804,2.786019753,2.74515052,3.386455532,3.7028759,3.878708193,3.830410211,3.730965751,3.606731751,3.626104414,3.436330111,3.272475839,3.016290401,2.597537534,2.204771861,1.780558086,1.427227456,1.167933225,0.968536517,0.84197968,0.774754557,0.719789138,0.675032493,0.637844389,0.606765227,1.074156787,1.074120674
Romania,罗马尼亚,ROU,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.040828136,1.662789995,1.419586296,1.638825614,1.630219975,2.414351393,2.57939071,2.556941983,2.504723423,2.396554451,2.409544146,1.57165711,1.746290255,1.777817932,1.776436479,1.84227848,1.57814616,1.597273152,1.635676477,1.643066335,1.640838573,1.648248336,1.640636428,1.649350665,1.645650989,1.654158559,1.671251407,1.38699553
Russia,俄罗斯联邦,RUS,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.502213834,2.024801169,1.94161718,2.506514047,2.282589378,2.613628315,2.465677358,2.027733778,1.942658985,1.921446813,1.911632058,1.877164994,1.970885354,1.956325597,1.941012783,1.954792458,1.941188843,1.965007953,1.883147907,1.793532273,1.798593879,1.669545374,1.709302792,1.984128226,1.937689993,1.957384772
Rwanda,卢旺达,RWA,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182073305,0.924301267,0.957950446,0.997686697,1.019974154,1.589216053,1.319948614,1.935857546,1.579859714,1.492019766,2.010330453,2.010639592,1.981463901,1.478777841,1.257929107,1.22828115,0,0.76730189,0.745084306,0.723648695,0.703372813,0.685084612,0.6672148,0.649819991,0.633043725,0.615888371,0.598058838,0.581434079
South Asia,南亚,SAS,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502722883,0.516338246,0.50853243,0.496076415,0.484246748,0.845897094,0.848723038,0.835347922,0.817970001,0.802048835,0.804063198,0.725640928,0.734131594,0.720242568,0.736243338,0.785272532,0.701249909,0.693954247,0.696399996,0.730144583,0.736143115,0.740421108,0.74813301,0.734684656,0.714017346,0.716725984,0.737740819,0.724706279
Saudi Arabia,沙特阿拉伯,SAU,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.896265107,3.69832224,3.235255558,3.173759065,2.976269874,3.172765198,3.144249722,3.083302876,3.02458135,2.950196702,3.40932622,3.301945092,3.137005429,2.986445427,2.827882765,2.718613668,2.896071925,2.758195491,2.657437246,2.680542042,2.529349854,2.367882386,2.21357358,2.111667851,2.016355974,1.921506718,1.864382103,1.810741057
Sudan,苏丹,SDN,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.186593682,1.132616892,1.36189504,1.29819633,1.239494528,1.931619232,1.454348762,1.297653481,1.474482382,1.446533193,1.544984785,1.570257698,1.537016057,1.38907356,1.437391104,1.431958901,0,1.432008087,1.410399956,1.386431472,1.354917265,2.754052485,2.683577299,2.608473978,2.533023467,2.459637012,1.12359124,1.087996165
Senegal,塞内加尔,SEN,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857047358,0.831203375,0.805750552,0.781169984,0.589007934,0.710815673,0.69327819,0.674515408,0.645181613,0.629578564,0.555719745,0.548609626,0.519897361,0.619085198,0.582617038,0.597862547,0.581118304,0.57144318,0.561972393,0.541532362,0.532427006,0.523176729,0.514392054,0.505557188,0.496839725,0.488275226,0.47310211,0.468032632
Singapore,新加坡,SGP,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71107185,3.572421923,3.441936679,3.325486768,3.190546865,3.591278512,3.440350107,8.998797801,8.828858089,8.7451992,7.954465524,7.083607661,7.206769951,7.847892227,7.544878308,7.367945027,7.034345296,6.638168915,6.148279568,5.225467405,5.051356024,4.923819242,4.75411927,4.665840766,4.54254481,4.429936768,4.375425759,2.401124082
Solomon Is,所罗门群岛,SLB,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
